subscription_id,subscription_type,date_of_beginning,date_of_ending,price
618,базовая,2025-01-13,2025-08-26,500
619,семейная,2023-10-03,2024-04-05,900
620,студенческая,2024-05-07,2024-06-04,450
621,базовая,2023-08-06,2023-08-19,500
622,премиум,2024-02-21,2024-05-24,1200
623,премиум,2023-11-23,2024-10-16,1200
624,базовая,2024-11-14,2025-03-21,500
625,базовая,2023-12-30,2024-01-16,500
626,премиум,2025-01-27,2025-03-21,1200
627,базовая,2024-12-13,2025-05-18,500
628,студенческая,2024-08-16,2024-08-28,450
629,базовая,2025-02-14,2025-04-23,500
630,базовая,2024-09-01,2024-09-18,500
631,премиум,2024-10-22,2024-10-31,1200
632,семейная,2023-08-23,2023-09-04,900
633,семейная,2024-09-05,2024-09-20,900
634,студенческая,2024-07-11,2025-02-06,450
635,семейная,2023-10-16,2023-11-04,900
636,базовая,2024-05-27,2024-12-24,500
637,базовая,2025-05-19,2025-10-06,500
638,базовая,2024-04-09,2024-04-22,500
639,премиум,2025-05-10,2025-09-25,1200
640,базовая,2024-03-03,2024-03-08,500
641,семейная,2024-11-02,2025-06-29,900
642,студенческая,2025-01-12,2025-02-25,450
643,базовая,2024-04-16,2024-04-27,500
644,базовая,2024-08-29,2024-09-21,500
645,семейная,2023-09-18,2024-01-19,900
646,студенческая,2025-01-14,2025-11-05,450
647,стандарт,2023-06-22,2023-09-22,700
648,студенческая,2024-09-14,2025-01-24,450
649,премиум,2024-12-05,2025-06-04,1200
650,базовая,2024-08-17,2025-04-18,500
651,базовая,2025-04-28,2025-07-21,500
652,базовая,2024-05-09,2024-06-02,500
653,семейная,2024-08-06,2024-08-31,900
654,студенческая,2024-09-05,2024-10-06,450
655,базовая,2024-10-13,2025-01-23,500
656,базовая,2024-08-15,2024-09-02,500
657,семейная,2023-05-25,2023-06-16,900
658,базовая,2024-07-11,2025-05-11,500
659,студенческая,2025-04-09,2025-04-27,450
660,семейная,2023-10-31,2023-11-12,900
661,базовая,2024-03-27,2024-04-02,500
662,семейная,2023-08-11,2023-11-04,900
663,премиум,2023-12-12,2024-02-19,1200
664,базовая,2023-06-07,2023-07-01,500
665,семейная,2025-03-06,2025-03-21,900
666,стандарт,2024-11-21,2025-02-21,700
667,стандарт,2023-09-21,2024-02-26,700
668,базовая,2023-08-04,2023-08-21,500
669,премиум,2024-05-16,2024-08-18,1200
670,премиум,2024-07-05,2024-07-18,1200
671,базовая,2024-05-05,2024-05-14,500
672,премиум,2024-12-31,2025-05-08,1200
673,стандарт,2025-05-15,2025-05-30,700
674,стандарт,2024-07-15,2025-06-04,700
675,премиум,2024-05-23,2024-09-19,1200
676,базовая,2024-06-06,2024-11-11,500
677,стандарт,2024-03-12,2024-04-05,700
678,студенческая,2023-12-18,2024-01-16,450
679,студенческая,2024-04-26,2024-06-24,450
680,стандарт,2025-01-17,2025-04-16,700
681,семейная,2024-01-23,2024-11-10,900
682,студенческая,2025-01-29,2025-12-29,450
683,семейная,2025-04-18,2025-08-29,900
684,премиум,2024-08-28,2025-02-07,1200
685,базовая,2024-01-14,2024-02-06,500
686,стандарт,2023-09-23,2023-12-11,700
687,базовая,2024-12-12,2025-10-04,500
688,стандарт,2024-01-18,2024-06-10,700
689,студенческая,2023-12-12,2024-11-20,450
690,премиум,2025-03-10,2025-04-23,1200
691,семейная,2024-11-19,2025-08-04,900
692,базовая,2023-09-21,2023-10-03,500
693,семейная,2025-02-04,2025-04-23,900
694,семейная,2024-04-17,2024-07-11,900
695,студенческая,2024-08-27,2025-02-12,450
696,семейная,2024-02-03,2025-01-06,900
697,студенческая,2025-05-03,2025-05-13,450
698,премиум,2024-04-26,2024-05-02,1200
699,стандарт,2024-07-30,2025-01-18,700
700,студенческая,2024-09-13,2025-01-06,450
701,премиум,2024-01-15,2024-11-23,1200
702,премиум,2024-09-05,2024-09-26,1200
703,базовая,2024-08-31,2024-11-14,500
704,премиум,2024-11-12,2024-11-29,1200
705,базовая,2025-02-25,2025-03-22,500
706,студенческая,2025-03-06,2025-03-12,450
707,базовая,2025-01-14,2025-03-02,500
708,премиум,2025-02-28,2025-05-18,1200
709,стандарт,2023-10-06,2023-10-11,700
710,базовая,2023-05-30,2023-06-24,500
711,семейная,2024-02-14,2024-05-26,900
712,стандарт,2025-05-16,2025-08-13,700
713,премиум,2025-02-09,2025-03-10,1200
714,семейная,2023-06-28,2023-07-20,900
715,стандарт,2024-07-22,2024-08-11,700
716,стандарт,2024-07-21,2024-11-14,700
717,семейная,2024-07-06,2024-10-12,900
718,базовая,2024-05-23,2025-05-05,500
719,стандарт,2023-12-08,2023-12-14,700
720,студенческая,2024-04-08,2024-05-06,450
721,стандарт,2024-03-27,2024-11-30,700
722,премиум,2023-12-30,2024-04-18,1200
723,студенческая,2024-07-28,2024-09-30,450
724,семейная,2024-12-10,2025-01-10,900
725,семейная,2023-09-24,2023-10-13,900
726,базовая,2024-01-28,2024-04-15,500
727,базовая,2024-01-07,2024-02-27,500
728,премиум,2024-11-22,2025-02-16,1200
729,премиум,2024-01-04,2024-01-29,1200
730,базовая,2024-08-31,2024-09-18,500
731,стандарт,2023-10-10,2023-10-13,700
732,студенческая,2023-07-11,2023-08-05,450
733,базовая,2025-02-27,2025-10-04,500
734,базовая,2024-01-18,2024-02-12,500
735,семейная,2025-05-19,2025-05-21,900
736,стандарт,2024-09-25,2025-03-11,700
737,премиум,2025-01-07,2025-02-01,1200
738,студенческая,2025-02-09,2025-03-06,450
739,студенческая,2023-09-02,2024-07-21,450
740,стандарт,2023-07-11,2023-07-29,700
741,стандарт,2024-03-10,2024-04-08,700
742,премиум,2024-08-19,2024-09-01,1200
743,премиум,2023-06-23,2023-06-28,1200
744,студенческая,2023-11-17,2023-11-25,450
745,стандарт,2024-07-30,2024-12-23,700
746,премиум,2023-09-26,2023-09-29,1200
747,базовая,2023-07-12,2023-08-27,500
748,премиум,2024-03-08,2024-03-15,1200
749,премиум,2024-05-19,2024-06-14,1200
750,базовая,2023-08-07,2024-01-14,500
751,студенческая,2024-04-11,2024-07-22,450
752,семейная,2025-04-19,2025-04-23,900
753,семейная,2024-11-29,2025-01-06,900
754,стандарт,2024-08-06,2025-03-05,700
755,студенческая,2024-08-27,2024-12-02,450
756,семейная,2024-06-16,2024-07-14,900
757,семейная,2024-10-10,2025-03-22,900
758,семейная,2023-11-04,2023-12-04,900
759,стандарт,2024-09-06,2024-09-23,700
760,стандарт,2023-10-10,2024-04-22,700
761,базовая,2025-02-15,2025-10-16,500
762,премиум,2024-07-11,2024-12-07,1200
763,базовая,2024-02-10,2024-06-02,500
764,премиум,2023-06-04,2023-06-21,1200
765,базовая,2025-04-11,2025-04-20,500
766,студенческая,2025-01-05,2025-01-07,450
767,семейная,2024-09-12,2024-09-28,900
768,семейная,2024-09-01,2024-09-07,900
769,студенческая,2023-07-19,2023-08-14,450
770,студенческая,2025-01-04,2025-04-11,450
771,семейная,2024-08-17,2025-04-10,900
772,премиум,2024-10-22,2025-02-23,1200
773,базовая,2023-10-09,2024-01-16,500
774,премиум,2024-08-15,2024-08-19,1200
775,базовая,2024-03-25,2024-09-22,500
776,семейная,2024-04-11,2025-02-08,900
777,студенческая,2023-11-28,2023-12-02,450
778,студенческая,2023-11-05,2023-11-10,450
779,стандарт,2024-08-22,2025-04-06,700
780,стандарт,2024-07-31,2024-10-13,700
781,стандарт,2024-10-28,2025-01-05,700
782,базовая,2025-02-17,2025-03-18,500
783,семейная,2025-04-17,2025-05-04,900
784,семейная,2024-08-31,2025-05-26,900
785,базовая,2024-01-28,2024-06-23,500
786,премиум,2024-08-10,2024-09-01,1200
787,семейная,2024-08-07,2024-11-06,900
788,стандарт,2024-09-03,2025-01-26,700
789,премиум,2023-08-09,2023-08-13,1200
790,стандарт,2025-01-07,2025-01-13,700
791,стандарт,2025-05-14,2025-08-27,700
792,премиум,2024-08-01,2024-11-23,1200
793,студенческая,2024-01-17,2024-02-23,450
794,премиум,2024-03-20,2024-05-25,1200
795,студенческая,2024-01-05,2024-08-29,450
796,студенческая,2025-03-30,2025-04-12,450
797,стандарт,2025-02-01,2025-10-15,700
798,стандарт,2023-09-18,2024-08-17,700
799,базовая,2024-11-14,2025-01-07,500
800,семейная,2023-08-17,2024-08-15,900
801,семейная,2024-01-26,2024-10-25,900
802,стандарт,2025-04-08,2025-05-09,700
803,стандарт,2024-05-15,2024-06-29,700
804,премиум,2025-03-29,2025-07-09,1200
805,семейная,2024-01-19,2024-02-19,900
806,базовая,2024-05-25,2025-02-22,500
807,базовая,2024-11-22,2024-11-25,500
808,премиум,2024-11-07,2025-09-06,1200
809,студенческая,2025-05-13,2025-06-27,450
810,стандарт,2025-03-10,2025-10-15,700
811,базовая,2025-04-23,2025-05-01,500
812,базовая,2025-03-19,2025-10-29,500
813,базовая,2024-06-08,2024-07-04,500
814,стандарт,2025-01-29,2025-02-09,700
815,базовая,2024-06-21,2024-06-28,500
816,семейная,2023-10-26,2023-12-17,900
817,семейная,2025-03-13,2025-12-25,900
818,студенческая,2024-01-12,2024-03-26,450
819,базовая,2024-05-08,2025-01-11,500
820,премиум,2025-05-03,2025-07-08,1200
821,базовая,2023-12-07,2023-12-16,500
822,базовая,2024-08-08,2025-01-21,500
823,студенческая,2023-11-11,2024-01-10,450
824,премиум,2024-02-06,2024-02-27,1200
825,премиум,2023-09-16,2024-07-15,1200
826,премиум,2024-09-11,2025-02-28,1200
827,базовая,2023-12-01,2024-09-14,500
828,базовая,2025-02-01,2025-02-26,500
829,студенческая,2023-06-29,2023-07-20,450
830,базовая,2024-12-10,2024-12-28,500
831,базовая,2024-08-06,2024-09-03,500
832,семейная,2024-03-01,2024-03-26,900
833,стандарт,2025-01-04,2025-01-19,700
834,семейная,2025-05-04,2025-05-14,900
835,стандарт,2024-11-30,2025-07-11,700
836,базовая,2024-09-25,2024-09-26,500
837,базовая,2025-04-13,2025-07-07,500
838,премиум,2024-07-06,2025-02-28,1200
839,базовая,2024-04-02,2024-04-11,500
840,базовая,2023-08-12,2023-12-20,500
841,премиум,2024-02-29,2024-05-03,1200
842,студенческая,2024-04-01,2025-03-29,450
843,премиум,2025-05-01,2025-05-29,1200
844,семейная,2024-05-14,2024-05-30,900
845,семейная,2024-03-22,2024-04-13,900
846,стандарт,2024-04-03,2024-04-05,700
847,семейная,2024-08-03,2024-12-08,900
848,стандарт,2023-12-17,2023-12-27,700
849,премиум,2023-08-18,2024-01-04,1200
850,студенческая,2023-12-25,2024-12-13,450
851,семейная,2024-08-07,2025-05-30,900
852,стандарт,2023-08-09,2023-09-24,700
853,базовая,2024-02-25,2025-02-01,500
854,премиум,2024-04-12,2024-04-17,1200
855,семейная,2023-12-23,2024-01-06,900
856,студенческая,2023-12-11,2024-03-11,450
857,студенческая,2024-12-03,2025-03-06,450
858,базовая,2023-09-02,2023-11-12,500
859,стандарт,2025-05-09,2026-04-12,700
860,семейная,2024-11-04,2025-03-20,900
861,студенческая,2025-05-07,2025-05-25,450
862,базовая,2024-02-05,2024-10-01,500
863,премиум,2023-07-08,2023-09-06,1200
864,базовая,2023-09-28,2023-10-04,500
865,базовая,2024-10-05,2024-11-23,500
866,базовая,2023-06-29,2023-10-12,500
867,семейная,2025-02-22,2025-06-06,900
868,студенческая,2024-01-08,2024-05-31,450
869,премиум,2024-10-03,2024-10-30,1200
870,стандарт,2025-02-20,2025-02-21,700
871,базовая,2023-08-17,2023-09-16,500
872,базовая,2025-04-03,2025-08-26,500
873,студенческая,2024-01-11,2024-04-07,450
874,стандарт,2024-05-17,2024-08-02,700
875,базовая,2024-10-14,2024-11-03,500
876,базовая,2024-07-29,2025-01-17,500
877,премиум,2024-10-05,2024-10-08,1200
878,премиум,2024-10-08,2024-10-18,1200
879,студенческая,2023-11-01,2023-12-11,450
880,студенческая,2023-12-17,2024-09-17,450
881,студенческая,2024-11-02,2024-12-15,450
882,базовая,2025-01-11,2025-03-07,500
883,стандарт,2023-08-01,2024-06-21,700
884,премиум,2023-10-21,2024-05-18,1200
885,студенческая,2024-05-30,2024-10-10,450
886,стандарт,2025-02-21,2025-03-13,700
887,премиум,2024-03-24,2024-12-23,1200
888,премиум,2024-04-01,2024-10-24,1200
889,премиум,2023-06-03,2023-11-15,1200
890,студенческая,2025-03-15,2025-06-27,450
891,стандарт,2024-07-25,2024-12-10,700
892,стандарт,2023-12-19,2024-08-15,700
893,студенческая,2023-06-30,2023-07-18,450
894,стандарт,2024-08-23,2025-02-02,700
895,семейная,2024-11-20,2024-12-13,900
896,базовая,2025-01-08,2025-10-30,500
897,базовая,2023-07-12,2023-08-03,500
898,стандарт,2023-07-13,2023-07-17,700
899,семейная,2024-06-19,2025-05-05,900
900,стандарт,2023-10-27,2024-03-25,700
901,стандарт,2024-09-16,2025-05-29,700
902,семейная,2023-10-25,2023-11-17,900
903,базовая,2024-03-30,2024-04-14,500
904,стандарт,2023-10-05,2024-04-12,700
905,семейная,2023-07-29,2023-08-11,900
906,студенческая,2024-04-24,2024-05-09,450
907,премиум,2025-01-15,2025-01-31,1200
908,премиум,2023-08-07,2023-09-05,1200
909,студенческая,2024-09-26,2024-10-16,450
910,премиум,2023-06-26,2024-03-22,1200
911,премиум,2024-05-02,2024-10-14,1200
912,базовая,2024-11-30,2024-12-24,500
913,стандарт,2025-04-16,2025-05-11,700
914,стандарт,2024-08-23,2024-09-22,700
915,премиум,2025-03-06,2025-03-16,1200
916,базовая,2023-11-14,2023-12-07,500
917,стандарт,2024-08-29,2025-01-21,700
918,семейная,2023-12-07,2024-03-17,900
919,студенческая,2025-03-08,2026-01-26,450
920,базовая,2025-02-04,2025-05-06,500
921,базовая,2024-01-31,2024-03-19,500
922,семейная,2023-12-25,2024-02-11,900
923,стандарт,2025-01-24,2025-09-29,700
924,премиум,2024-03-21,2024-05-10,1200
925,студенческая,2024-05-30,2024-09-12,450
926,базовая,2025-03-31,2025-07-31,500
927,студенческая,2024-03-15,2024-05-27,450
928,семейная,2024-09-11,2024-11-02,900
929,базовая,2025-03-21,2025-11-19,500
930,премиум,2024-10-12,2025-02-07,1200
931,премиум,2025-04-01,2025-04-09,1200
932,стандарт,2023-05-25,2023-06-01,700
933,базовая,2023-07-19,2023-08-17,500
934,премиум,2024-11-14,2025-05-09,1200
935,семейная,2024-05-11,2025-04-08,900
936,семейная,2024-01-21,2024-10-01,900
937,студенческая,2025-01-20,2025-02-17,450
938,семейная,2023-06-01,2023-06-21,900
939,студенческая,2024-02-18,2024-06-15,450
940,семейная,2023-06-09,2023-07-31,900
941,семейная,2024-08-09,2025-05-02,900
942,стандарт,2024-05-05,2025-03-13,700
